Country,Customs Value (Gen) ($US),Customs  Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Census Short Commodity Description,Date - Fixed,HTS,Category Description,Price Range
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,74434,74434,3236,3236,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,37125,37125,1283,1283,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",02/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,2558,2558,320,320,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,74250,74250,2295,2295,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,21120,21120,299,299,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,76977,76977,2099,2099,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,3600,3600,510,510,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,3600,3600,510,510,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,79050,79050,2705,2705,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,18782,18782,860,860,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,365997,365997,16067,16067,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,19028,19028,830,830,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,238977,238977,10062,10062,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,35100,35100,9000,9000,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,35100,35100,9000,9000,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,35100,35100,9000,9000,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
United Arab Emirates,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,114670,114670,4263,4263,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,83524,83524,3150,3150,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,77047,77047,3117,3117,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Sri Lanka,64466,64466,2974,2974,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2014 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,3550,3550,454,454,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,17246,17246,841,841,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Mexico,29440,29440,1231,1231,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,7500,7500,272,272,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,7579,7579,299,299,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Nicaragua,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,3600,3600,510,510,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",02/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,4992,4992,920,920,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,77202,77202,2443,2443,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,2400,2400,340,340,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,79290,79290,2739,2739,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,104160,104160,3974,3974,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,9000,9000,1275,1275,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,12000,12000,1193,1193,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,74250,74250,2025,2025,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",10/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",11/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Dominican Republic,153300,153300,4730,4730,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",12/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,80808,80808,3491,3491,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",03/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",04/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",05/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",06/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,200887,200887,8516,8516,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",07/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",08/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
Ecuador,0,0,0,0,"WRAPPER TOBACCO, NESOI CONTAINING OVER 35% WRAPPER",09/1/2015 12:00:00 AM,2401102140,UNST. WRAPPER,
